audio_path,predicted_transcript,actual_sentence
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40206232.mp3, He is married to Kristen Gore.,He is married to Kristin Gore.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40206274.mp3," Victoria, one then, inaugural event.",Victoria won the inaugural event.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40206275.mp3, He colored the box in with diagonal stripes.,He coloured the box in with diagonal stripes.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40206276.mp3, His brother Justin also played basketball at Boulder Creek High School.,His brother Justin also played basketball at Boulder Creek High School.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40206280.mp3, We are hosting some new events from now.,We are hosting some new events from now.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40234089.mp3, His dad was heartbroken.,His dad was heartbroken.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40234211.mp3, Most of these families come from Goose Creek Township.,Most of these families came from Goose Creek Township.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40234212.mp3, The former city hall is now the North York Civic Center.,The former city hall is now the North York Civic Centre.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40234215.mp3, Solidarity was also declared a legal organization.,Solidarity was also declared a legal organization.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40259391.mp3, McDonald's announced they were looking into possible copyright infringement of the name.,McDonald's announced they were looking into possible copyright infringement of the name.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40259392.mp3," It was originally recorded by LaFace Records, Artis Sam Salter.",It was originally recorded by LaFace Records artist Sam Salter.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40259448.mp3, Zector Vaccines is another next generation vaccine.,Vectored vaccines is another next generation vaccine.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40259452.mp3," I'm support with Drolls by Chinese haters, we're also replaced by Italian skaters.",Subsequent withdrawals by Chinese skaters were also replaced by Italian skaters.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40260172.mp3, The Ask and Tribune is important to the history and origin of the modern Malay language.,He has contributed importantly to the history and origin of the modern Malay language.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40260178.mp3, surrounding villages are copythorn to the northeast and Bartley to the southeast.,"Surrounding villages are Copythorne to the northeast, and Bartley to the southeast."
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40260188.mp3, He arrived in the town immediately after its capture by the Royal Serbian Army.,He arrived in the town immediately after its capture by the Royal Serbian Army.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40260189.mp3, It is the county seat of Timbo County.,It is the county seat of Trimble County.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40260197.mp3, From those we then try to get a contradiction.,From those we then try to get a contradiction.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40260208.mp3, Users can then use content filtering software to center various types.,Users could then use content filtering software to censor various types of content.
/content/drive/MyDrive/datasets/common-voice-18/cv-corpus-18.0-delta-2024-06-14/en/clips/common_voice_en_40260257.mp3, This can be shown by sounding two distinct numerical values to the dichotomous variable.,This can be shown by assigning two distinct numerical values to the dichotomous variable.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41644631.mp3, It was the central supply center for railway construction.,It was the central supply centre for railway construction.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41647486.mp3, He appeared and was subsequently given as suspended sentence and found.,He appealed and was subsequently given a suspended sentence and fine.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41647490.mp3, Child and Preston's boots are notable for the Ataro Reset.,Child and Preston's books are notable for their thorough research.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41746094.mp3, This was a calculator killing done in cold wood.,This was a calculated killing done in cold blood.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41746309.mp3, The Division Command structure became a special service.,The Division command structure became a Special Service Brigade command.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41475404.mp3, Her kill was laid at the porc Smith Navy Art.,Her keel was laid at the Portsmouth Navy Yard.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41475405.mp3, He managed to steal a gun and shoot one German injuring him.,"He managed to steal a gun and shoot one German, injuring him."
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41632678.mp3, The band produced it themselves.,The band produced it themselves.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41474829.mp3," Met your veils orange line, now closely follows this line's former route.",Metrorail's Orange Line now closely follows this line's former route.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41474834.mp3, The composer never married and no names of lovers are recorded.,"The composer never married, and no names of lovers are recorded."
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41474836.mp3, Explain the term blue box,"Explain the term ""blue box""."
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41474838.mp3, The light sculpture under rain term is the largest historical clock in the world.,The light sculpture on the Rheinturm is the largest digital clock in the world.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41795709.mp3, Australia qualified one male open water swimmer.,Austria qualified one male open water swimmer.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41795905.mp3," When used correctly, a fairly high degree of precision can be","When used correctly, a fairly high degree of precision can be achieved."
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41796143.mp3, Museum of Opener Care is installed on three levels.,Museum of Old Monaco is installed on three levels.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41796169.mp3," It is strongly linked with County Mayo, Connet.","It is strongly linked with County Mayo, Connacht."
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41650825.mp3, The majority of the stations programming is produced and broadcast for,The majority of the station's programming is produced and broadcast from Nottingham.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41650834.mp3, Modded designs were popular in Hungary too.,"Mallet designs were popular in Hungary, too."
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41414862.mp3, They soon recorded four girls like you.,"They soon recorded ""For Girls Like You""."
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41414882.mp3, They also received updated CAP signal assistance.,They also received updated cab signaling systems.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41414884.mp3, Now the more regional programs have included switchback and land and sea.,"Notable regional programs have included ""Switchback"", and ""Land and Sea""."
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41415276.mp3, Johnson earned his third pro ball worth that season.,Johnson earned his third Pro Bowl berth that season.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41320212.mp3, Kiva and substitute him by paralyzing him.,"Cable ends up shooting Hammer, paralyzing him."
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41388272.mp3, The boat was sinking and the crew was abandoning,The boat was sinking and the crew was abandoning ship.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41405074.mp3," She becomes her slave, until she freees her",She becomes his slave until she frees herself.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41459660.mp3, One last before do it title. Let's brother happy with my,"One month before losing the title, his brother had been murdered."
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41651891.mp3, other tasks with it that can be included as better,"Other towns within the commune include Basbellain, Drinklange, Hautbellain, Huldange, and Wilwerdange."
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41485468.mp3, Blair worked closely with the County of Historians to train and advise them.,Blair worked closely with the county historians to train and advise them.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41485470.mp3, The region's major agriculture activities are caught in in serial growing.,"The region's major agricultural activities are cotton and cereal growing, winemaking and sericulture."
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41485931.mp3," The bar calls and undersea avalanche, the bar is then per several months.",The pair cause an undersea avalanche that buries them for several months.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41486099.mp3, that resulted therefore that most of the inability is untitled in that,That resulted therefore that most of the nobility is untitled in the Netherlands.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41486103.mp3, To write about me is nothing like it is to be with me.,To write about me is nothing like it is to be with me.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41486135.mp3, Each line is referred to as a cylinder bank.,Each line is referred to as a cylinder bank.
/content/drive/MyDrive/datasets/common-voice-20/cv-corpus-20.0-delta-2024-12-06/en/clips/common_voice_en_41288974.mp3, The traditional boats are called ketics or sandpins.,"The traditional boats are called ""Keteks"" or sampans."
