audio_path,predicted_transcript,actual_sentence
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40137091.mp3,invite her to speak about her life at many events to inspire,Invited to speak about her life at many events to inspire thousands of people.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40165947.mp3,curd bride was born in halifax west riding of yorkshire,"Kirkbride was born in Halifax, West Riding of Yorkshire."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40166196.mp3,from that time until now the cover changed each few years,From that time until now the cover changed each few years.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_40166259.mp3,the power can be access from the lagoon of east of the island,The park can be accessed from the lagoon northeast of the islands.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39586502.mp3,many explanations have been made for the incident,Many explanations have been made for the incident.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39586569.mp3,wain was also selected as a starter for the prow ball,Wayne was also selected as a starter the Pro Bowl.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39586604.mp3,the effigy of the ox is made of clay,The effigy of the ox is made of clay.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39586632.mp3,she shut her eyes,She shut her eyes.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39586653.mp3,during the later period there were also byzantine wright bishops,During the later period there were also Byzantine rite bishops alongside them.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39586656.mp3,white socks ball parks,White Sox Ballparks.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39586682.mp3,authors maintain and improve their own modules,Authors maintain and improve their own modules.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39586713.mp3,later he was inspired by the work of robert frank,Later he was inspired by the work of Robert Frank.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39586735.mp3,diaz completed her tertiary education at the university of sit,Dias completed her tertiary education at the University of Sydney.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39586740.mp3,water is ubiquitous and does not respect political boundary,Water is ubiquitous and does not respect political boundaries.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39586768.mp3,he was said to have died of a snake bite in arcadia,He was said to have died of a snakebite in Arcadia.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39594339.mp3,the capital city of the region was once the capital of the docile kingdom,The capital city of the region was once the capital of the Dosso kingdom.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39594397.mp3,paul had nine grandchildren,Paul had nine grandchildren.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39594425.mp3,after working in a variety of jobs he decided to re train as a solicitor,"After working in a variety of jobs, he decided to retrain as a solicitor."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39594426.mp3,many businesses also elect to close,Many businesses also elect to close.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39594513.mp3,he is also on the adviser accounts of the open rights group,He is also on the advisory council of the Open Rights Group.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39594539.mp3,eighty field boasts three pubs one corporally owned and the other two pride,"Adeyfield boasts three pubs, one corporately owned and the other two private."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39594817.mp3,the village is associated with robin hood,The village is associated with Robin Hood.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39594818.mp3,he was educated at bryanston school and the architectural association,He was educated at Bryanston School and the Architectural Association.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39594831.mp3,there is uncertainty over who fired first but both protesters and pull,There is uncertainty over who fired first but both protesters and police were shot.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39594833.mp3,after all this aaron has found a happiness among her new friends,"After all this, Erin has found a happiness among her new friends."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39594906.mp3,they were released one week later,They were released one week later.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39594922.mp3,it's a sage,It's a sage.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39594923.mp3,all music reviewed the album positively grating it with four stars out of five,"Allmusic reviewed the album positively, grading it with four stars out of five."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39594962.mp3,they decided to emigrate back to canada to be closer to family,They decided to emigrate back to Canada to be closer to family.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39594975.mp3,connour's song does not contain any reference to the cannibalism aspects of,Connors' song does not contain any reference to the cannibalism aspects of the incident.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39595005.mp3,he started to come into his own after turning heel,He started to come into his own after turning heel.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39595045.mp3,instead it gains much needed nutrition from the mother pig via the umbilical,"Instead, it gains much needed nutrition from the mother pig via the umbilical cord."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39587569.mp3,day was immediately won over and soon managed to get in contact with chris,Dave was immediately won over and soon managed to get in contact with Chris.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39587634.mp3,his approach seeks a demonstrative good judgment emanates from good character,His approach seeks to demonstrate that good judgment emanates from good character.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39587635.mp3,he produce paraphrases of most the works of aristotle available to him,He produced paraphrases of most of the works of Aristotle available to him.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39587656.mp3,the tears were hopping down his face,The tears were hopping down his face.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39587669.mp3,the book ends with his announcement that he plans to kidnap and other girl,The book ends with his announcement that he plans to kidnap another girl.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39587672.mp3,the museum houses a collection of arts spending the past four centuries,The museum houses a collection of art spanning the past four centuries.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39587705.mp3,we cannot get it as a separate people,We cannot get it as a separate people.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39587709.mp3,this allowed the listing and searching of quicksilvers available across nina,This allowed the listing and searching of Quake servers available across the Internet.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39587710.mp3,images of person devotion mosaic and steidite icons,Images of Personal Devotion: Mosaic and Steatite Icons.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39587718.mp3,is now a plumbing and hardware store and masonic meeting place,It is now a plumbing and hardware store and Masonic meeting place.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39587748.mp3,the audio book packageing resembles a pack of cigarettes including the flip top,"The audiobook packaging resembles a pack of cigarettes, including the flip top."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39587751.mp3,they performed on a comedy circuit in london edinburgh and on tour,"They performed on the comedy circuit in London, Edinburgh and on tour."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39587759.mp3,tiberium is in various words a simple and an elegant piece of game,"Tiberium, is, in Verdu's words, a ""simple"" and an ""elegant"" piece of game design."
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39587774.mp3,the single bone in a thigh is called the female,The single bone in the thigh is called the femur.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39587803.mp3,he held many patents in the field of railway engineering,He held many patents in the field of railway engineering.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39587804.mp3,links to another process of unit are over copper cables,Links to another processor unit are over copper cables.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39587818.mp3,a son and daughter were born there,A son and daughter were born there.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39587842.mp3,security policies are enforced by organizational policies or security mechanisms,Security policies are enforced by organizational policies or security mechanisms.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39589634.mp3,promotions card,Promotions card.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39589637.mp3,the great approach insures a city center that is easy to navigate,The grid approach ensures a city center that is easy to navigate.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39589646.mp3,the next incident would not be so bloodless,The next incident would not be so bloodless.
/content/drive/MyDrive/datasets/common-voice-17/cv-corpus-17.0-delta-2024-03-15/en/clips/common_voice_en_39589664.mp3,all the spirits in auoso's broods are dogs and are named after,"All the spirits in Awasosqua's broods are dogs, and are named after their characteristics."
